Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	Clustering
KEGG_PATHWAY	Platinum drug resistance	19	0.7939824488090262	0.002560717163467091	APAF1, PDPK1, XPA, BRCA1, MLH1, CASP9, MSH6, CASP8, PIK3CA, MSH2, MSH3, AKT2, AKT3, REV3L, MDM2, BAX, FADD, ATP7A, BCL2L1	1002	80	8992	2.1313373253493015	0.5709236760136964	0.01620146051501294	0.011917183722289155	4
KEGG_PATHWAY	Renal cell carcinoma	17	0.710405348934392	0.0026913913538357762	CREBBP, MAP2K1, HGF, CUL2, TFE3, PRCC, SLC2A1, GAB1, ETS1, CRKL, RAP1B, FLCN, PIK3CA, AKT2, AKT3, EP300, SOS2	1002	68	8992	2.2435129740518964	0.5890799000971881	0.01649810570707149	0.012135384745019151	3
KEGG_PATHWAY	Longevity regulating pathway - multiple species	16	0.6686167989970748	0.002707895769549728	HSPA8, PRKAA1, IRS1, HDAC1, PRKAG2, FOXO3, PRKAB1, ADCY7, SIRT1, FOXO1, PIK3CA, RPS6KB1, AKT2, AKT3, EIF4EBP2, FOXA2	1002	62	8992	2.3158843603116344	0.5913179004974697	0.01649810570707149	0.012135384745019151	2
KEGG_PATHWAY	TNF signaling pathway	24	1.0029251984956122	0.002866429868601997	MAP2K3, ATF2, CEBPB, EDN1, MAP2K1, TRADD, FOS, CFLAR, NFKB1, RELA, TNFRSF1A, MAPK9, MAPK8, CASP8, RPS6KA5, CREB3L3, PIK3CA, AKT2, CREB3L2, AKT3, FADD, MAP2K7, IL18R1, ATF4	1002	113	8992	1.9059933230883368	0.6122056719508594	0.017081608807744113	0.012564587633659806	1
KEGG_PATHWAY	Transcriptional misregulation in cancer	40	1.671541997492687	0.0029075078821692107	ATF1, CD86, CEBPA, CEBPB, DDX5, CDKN1B, CCNT2, KMT2A, CCNT1, HDAC1, MAX, PRCC, TMPRSS2, MLLT1, PLAT, MLLT3, BMI1, FOXO1, RELA, RXRA, POLK, KDM6A, RUNX1T1, JUP, H3F3B, FUS, SS18L1, ZBTB16, TFE3, MITF, ETV5, NFKB1, GADD45G, TGFBR2, ZEB1, DDIT3, RARA, MDM2, BAX, BCL2L1	1002	224	8992	1.602509267179926	0.6174420580822636	0.017081608807744113	0.012564587633659806	5
KEGG_PATHWAY	Cushing syndrome	31	1.2954450480568325	0.0033640826371763586	RB1, ATF2, KMT2D, CDKN1B, KMT2A, AHR, ADCY7, EGFR, CACNA1G, RAP1B, CCND1, CREB3L3, CREB3L2, PDE8A, USP8, MAP2K1, CDKN2B, FZD2, FZD5, FZD6, AXIN1, AIP, PLCB4, APC, CCNE2, ARMC5, CCNE1, CRH, PLCB1, PLCB2, ATF4	1002	162	8992	1.7172568443360192	0.6711056756201057	0.019417248905807403	0.014282596459590858	4
KEGG_PATHWAY	Acute myeloid leukemia	17	0.710405348934392	0.003672481293431546	STAT5B, CEBPA, MAP2K1, JUP, ZBTB16, NFKB1, RELA, PIK3CA, CCND1, RPS6KB1, AKT2, KIT, AKT3, RARA, SOS2, PPARD, RUNX1T1	1002	70	8992	2.179412603364699	0.7030375754722749	0.020831833543775494	0.015323111603628176	3
KEGG_PATHWAY	DNA replication	11	0.45967404931048894	0.0037882766593983885	POLD3, PRIM2, RNASEH2B, POLA2, RFC4, RNASEH1, RNASEH2A, RFC2, POLD1, POLD2, MCM5	1002	35	8992	2.8204163102366695	0.7142120613611358	0.02112445798206898	0.015538355111430681	2
KEGG_PATHWAY	Protein processing in endoplasmic reticulum	32	1.3372335979941496	0.004433450666504011	PPP1R15A, HSP90AB1, NGLY1, UBE2J2, RNF5, DNAJB1, MAPK9, MAPK8, HSPH1, MAN1A2, BAG1, MAN1C1, SSR1, MAP2K7, UBQLN4, SIL1, HSPA8, EIF2AK1, RAD23A, YOD1, UBE2G1, UBE2G2, EIF2AK4, ERN1, DDIT3, CANX, ERP29, BAX, PREB, ATF6, ATF4, NFE2L2	1002	172	8992	1.669591050457225	0.7692202513861053	0.024310087821330328	0.017881584354899515	1
KEGG_PATHWAY	Influenza A	32	1.3372335979941496	0.004843445368656276	RNASEL, TRADD, TMPRSS2, ACTB, RELA, CASP9, NXF1, DNAJB1, CCND3, CASP8, AKT2, AKT3, EP300, FADD, KPNA2, JAK1, KPNA1, MAP2K1, CREBBP, APAF1, IFNGR1, MX2, TYK2, NFKB1, TNFRSF1A, RAB11B, MAVS, PIK3CA, BAX, TLR4, MYD88, NFKBIB	1002	173	8992	1.659940235136663	0.7985512443999847	0.026122844693244506	0.019214979987128178	7
KEGG_PATHWAY	Choline metabolism in cancer	21	0.8775595486836606	0.005064018456858937	SLC44A5, SLC22A4, MAP2K1, CHKB, SLC44A1, SLC44A2, PDPK1, FOS, DGKZ, EGFR, MAPK9, MAPK8, PIK3CA, RPS6KB1, AKT2, AKT3, PIP5K1A, SOS2, WASF2, DGKI, DGKH	1002	98	8992	1.923011120615911	0.8127614369333049	0.026871968908170812	0.019766007525159078	6
KEGG_PATHWAY	Insulin signaling pathway	27	1.1282908483075638	0.0053041933932658665	SHC2, PRKAA1, IRS1, PRKAG2, CBL, ELK1, FOXO1, CRKL, GYS2, PPP1CC, MAPK9, MAPK8, AKT2, MKNK2, AKT3, FLOT2, PPARGC1A, PTPN1, MAP2K1, EXOC7, PDPK1, PHKA1, PRKAB1, G6PC3, PIK3CA, RPS6KB1, SOS2	1002	139	8992	1.7431611596949985	0.8271001040139161	0.027288811901142917	0.020072621519989627	5
KEGG_PATHWAY	PI3K-Akt signaling pathway	57	2.381947346427079	0.005308461889584033	ATF2, HSP90AB1, CDKN1B, EPO, IRS1, PPP2R2A, BRCA1, FGF1, PIK3CG, GHR, GYS2, CASP9, CCND3, CCND1, CREB3L3, AKT2, CREB3L2, AKT3, ITGAV, YWHAG, JAK1, MAP2K1, ITGA4, SYK, PDPK1, HGF, F2R, PPP2R5B, PIK3CA, CCNE2, CCNE1, KIT, DDIT4, ITGA8, TLR4, SOS2, ATF4, EPHA2, ITGA9, PRKAA1, LAMA4, FOXO3, EGFR, RELA, RXRA, ERBB3, ERBB4, MCL1, EPOR, NFKB1, EFNA1, G6PC3, RPS6KB1, MDM2, TEK, IL7R, BCL2L1	1002	359	8992	1.4248494654145747	0.8273447774144461	0.027288811901142917	0.020072621519989627	4
KEGG_PATHWAY	Mitophagy - animal	16	0.6686167989970748	0.006847077814153498	USP8, USP15, GABARAPL1, CITED2, TFE3, MITF, FOXO3, RELA, MAPK9, BCL2L13, MAPK8, MFN2, TBC1D17, TBC1D15, ATF4, BCL2L1	1002	68	8992	2.1115416226370787	0.8964092024857252	0.03443851339418058	0.02533167246623617	3
KEGG_PATHWAY	Oocyte meiosis	24	1.0029251984956122	0.006913484097496451	ANAPC13, MAP2K1, FBXW11, PPP2R5B, SMC3, ADCY7, REC8, ANAPC11, AURKA, PPP1CC, RPS6KA3, AR, PPP3CB, PPP3R1, SLK, CDC23, CCNE2, CCNE1, RPS6KA2, RPS6KA1, ANAPC4, MAD1L1, YWHAG, CPEB4	1002	121	8992	1.7799772356114218	0.8986699910543441	0.03443851339418058	0.02533167246623617	2
KEGG_PATHWAY	B cell receptor signaling pathway	18	0.7521938988717092	0.007013314277842245	VAV3, MAP2K1, SYK, NFATC3, DAPP1, FOS, BCL10, NFKB1, RELA, CD79A, PPP3CB, PPP3R1, PIK3CA, AKT2, AKT3, BLNK, SOS2, NFKBIB	1002	81	8992	1.9942337547127964	0.9019764617905863	0.03443851339418058	0.02533167246623617	1
KEGG_PATHWAY	Th1 and Th2 cell differentiation	19	0.7939824488090262	0.0074238293057586335	STAT5B, NOTCH3, IFNGR1, NFATC3, CD3G, TYK2, FOS, RBPJ, NFKB1, RELA, MAPK9, PPP3CB, PPP3R1, MAPK8, LCK, STAT6, MAML3, JAK1, NFKBIB	1002	88	8992	1.9375793866811832	0.9144797949419611	0.03579921809289098	0.02633255555768881	10
KEGG_PATHWAY	Wnt signaling pathway	31	1.2954450480568325	0.007508042700332758	ROCK2, CBY1, LRP6, MAPK9, CCND3, PPP3CB, PPP3R1, MAPK8, CCND1, RUVBL1, EP300, GPC4, TBL1X, TLE4, RNF43, SMAD4, CREBBP, FZD2, TLE1, FZD5, RYK, FBXW11, FZD6, NFATC3, AXIN1, SENP2, PLCB4, APC, PLCB1, PLCB2, PPARD	1002	171	8992	1.6268749051604392	0.916841102770614	0.03579921809289098	0.02633255555768881	8
KEGG_PATHWAY	Fanconi anemia pathway	13	0.5432511491851233	0.008792331523332121	WDR48, RMI1, BRCA1, MLH1, FANCE, SLX4, REV3L, USP1, PMS2, HES1, POLK, TELO2, ATR	1002	51	8992	2.2875034245235017	0.9457580131761378	0.04132395815966097	0.030396346123519623	7
KEGG_PATHWAY	Sphingolipid signaling pathway	24	1.0029251984956122	0.009315881441590013	MAP2K1, ROCK2, PDPK1, TRADD, PPP2R5B, PPP2R2A, SGMS2, NFKB1, RELA, SGPP1, TNFRSF1A, GNA13, MAPK9, SMPD2, MAPK8, PLCB4, PIK3CA, AKT2, AKT3, S1PR1, BAX, S1PR3, PLCB1, PLCB2	1002	124	8992	1.7369132702337262	0.9544365795205031	0.04316795766595935	0.03175272266006737	6
KEGG_PATHWAY	Hepatocellular carcinoma	31	1.2954450480568325	0.009596212795062408	RB1, SHC2, ELK1, ACTB, EGFR, LRP6, CCND1, AKT2, AKT3, POLK, ARID2, SMARCE1, MAP2K1, SMAD4, FZD2, SMARCC2, TXNRD3, FZD5, HGF, FZD6, AXIN1, GAB1, GADD45G, TGFBR2, APC, PIK3CA, RPS6KB1, BAX, SOS2, BCL2L1, NFE2L2	1002	174	8992	1.598825337830087	0.9584991984601131	0.043849361244104615	0.03225393745007088	5
KEGG_PATHWAY	Human cytomegalovirus infection	42	1.7551190973673212	0.01017677803877451	RB1, ATF2, ROCK2, PTGER2, TRADD, CXCR4, ELK1, ADCY7, EGFR, RELA, CRKL, GNA13, CASP9, AKAP13, PPP3CB, PPP3R1, CASP8, CCND1, CREB3L3, AKT2, CREB3L2, AKT3, ITGAV, FADD, B2M, JAK1, MAP2K1, IL10RB, NFATC3, TAP1, NFKB1, TNFRSF1A, PLCB4, PIK3CA, RPS6KB1, MDM2, BAX, PLCB1, PLCB2, SOS2, BCAR1, ATF4	1002	256	8992	1.472305389221557	0.9658004265163415	0.045380817664056335	0.033380419072041444	4
KEGG_PATHWAY	Nucleocytoplasmic transport	23	0.9611366485582951	0.010207235584012672	IPO13, UPF2, SEH1L, NUP210, UPF3B, NUP153, CASC3, SENP2, SNUPN, NXF1, DDX19B, IPO9, TPR, KPNA4, RNPS1, NUP88, NUP54, KPNA2, TNPO1, TNPO2, TNPO3, KPNA1, NUP37	1002	118	8992	1.749179606887919	0.9661459482886123	0.045380817664056335	0.033380419072041444	3
KEGG_PATHWAY	JAK-STAT signaling pathway	30	1.2536564981195153	0.01058482120450752	EPO, MPL, EGFR, GHR, CCND3, CCND1, AKT2, AKT3, EP300, STAT6, SOCS7, JAK1, IL13RA1, MCL1, PIAS3, STAT5B, CREBBP, IL10RB, IFNGR1, LIFR, TYK2, STAM, EPOR, PIAS1, PIK3CA, IL6ST, IL7R, SOS2, PTPN2, BCL2L1	1002	168	8992	1.602509267179926	0.9701511460724627	0.046432082350439656	0.03415368975321093	2
KEGG_PATHWAY	Signaling pathways regulating pluripotency of stem cells	26	1.0865022983702466	0.01116164741213546	BMI1, AKT2, AKT3, PCGF1, SMARCAD1, SKIL, JAK1, PCGF6, ZFHX3, MAP2K1, SMAD4, FZD2, FZD5, PCGF5, FZD6, AXIN1, LIFR, ACVR2B, ACVR2A, POU5F1, REST, APC, PIK3CA, KAT6A, ID3, IL6ST	1002	140	8992	1.6666096378671227	0.9753764995557593	0.048318184192007445	0.035541035180747124	1
